County,City,ZipCode,Agency,FocusArea,Service,Address
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Health,Aquarobics/Aquatic Exercise,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Baseball,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Basketball,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Football,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Health,General Health Education Programs,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Gymnastics,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Leadership Development,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Parent/Child Activity Groups,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Basic Needs,Senior Centers,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Soccer,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Income,Summer Youth Employment Programs,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Swimming Safety Education,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Swimming/Swimming Lessons,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Volleyball,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Health,Walking Programs,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Health,Wheelchair Sports,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Y Facilities,151 Waleska St.
Cherokee,Canton,30114,G. Cecil Pruett Community Center Family YMCA,Education,Youth Enrichment Programs,151 Waleska St.
Cherokee,Canton,30114,Georgia Department of Veteran Services - Canton,Homelessness,Veteran Benefits Assistance,100 North St.
Cherokee,Canton,30114,Georgia Department of Veteran Services - Canton,Health,Veteran Burial Benefits,100 North St.
Cherokee,Canton,30114,Georgia Department of Veteran Services - Canton,Education,Veteran Education Benefits,100 North St.
Cherokee,Canton,30114,Georgia Department of Veteran Services - Canton,Income,Veteran Home Loans,100 North St.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Adolescent Medicine,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,BMI/Body Composition Screening,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Education,Birth Control Counseling,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Blood Chemistry Panels,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Blood Pressure Screening,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Breast Examinations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Chickenpox Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Childhood Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Clinical Cholesterol/Triglycerides Tests,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Clinical Pregnancy Tests,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Miscellaneous,Cognitive Behavioral Therapy,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Community Clinics,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Confidential HIV Testing,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Contraception,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Developmental Assessment,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Diabetes Screening,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Flu Vaccines,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,General Sexuality/Reproductive Health Education,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Gynecology Services,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Health Literacy Programs,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Hearing Screening,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Hepatitis A Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Hepatitis B Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Hepatitis Testing,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Hypoglycemia Screening,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Mammograms,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Measles/Mumps/Rubella Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Pap Tests,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Physician Referral Services,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Pneumococcal Pneumonia Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Pregnancy Counseling,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Smoking Cessation,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Td/Tdap Immunizations,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Vision Screening,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Well Baby Care,220 Oakside Ln.
Cherokee,Canton,30114,"Georgia Highlands Medical Services, Inc. Cherokee",Health,Women's Health Centers,220 Oakside Ln.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Central Intake/Assessment for Alcohol Abuse,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Central Intake/Assessment for Drug Abuse,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Central Intake/Assessment for Mental Health Services,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Clinical Psychiatric Evaluation,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Community Mental Health Agencies,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Drug Related Crisis Intervention,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Family Counseling,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,General Assessment for Substance Abuse,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Group Counseling,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Individual Counseling,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,"Highland Rivers Center, CSB - Cherokee Outpatient Center",Health,Psychiatric Case Management,191 Lamar Haley Pkwy.
Cherokee,Canton,30114,Housing Authority of the City of Canton,Homelessness,Housing Authorities,1400 Oakside Dr.
Cherokee,Canton,30114,Housing Authority of the City of Canton,Homelessness,Public Housing,1400 Oakside Dr.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Baby Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Bedding/Linen,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Career Awareness,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Career Change Counseling,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Career Counseling,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Career Exploration,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Children's Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Comprehensive Job Assistance Centers,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Diapers,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Income,English as a Second Language,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Income,Financial Management Workshops,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Basic Needs,Food Pantries,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Basic Needs,Formula/Baby Food,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,GED/High School Equivalency Test Instruction,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,General Clothing Provision,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Homelessness,Homeless Permanent Supportive Housing * Men,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Homelessness,Homeless Permanent Supportive Housing * Women,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Income,Job Fairs,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Job Interview Training,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Job Search Techniques,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Maternity Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Homelessness,Outreach Programs,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Plus Size Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Education,Resume Preparation Assistance,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,School Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Shoes,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Basic Needs,Summer Food Service Programs,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Winter Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,MUST Cherokee - Ministries United for Service and Training,Miscellaneous,Work Clothing,111 Brown Industrial Pkwy.
Cherokee,Canton,30114,"North Georgia Angel House, Inc.",Health,Group Homes for Dependent Children,2260 Sam Nelson Rd.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Homelessness,Electric Service Payment Assistance,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Basic Needs,Food Pantries,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Homelessness,Gas Service Payment Assistance,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Homelessness,Heating Fuel Payment Assistance,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Homelessness,Outreach Programs,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Education,Parenting Skills Classes,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Income,Rent Payment Assistance,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Homelessness,Specialized Information and Referral * At Risk for Homelessness,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Homelessness,Water Service Payment Assistance,3049 Marietta Hwy.
Cherokee,Canton,30114,"North Georgia Community Action, Inc. - Cherokee County",Miscellaneous,Weatherization Programs,3049 Marietta Hwy.
Cherokee,Canton,30114,Preston Ponquinette Association,Miscellaneous,Winter Clothing,618 Redwood Ln.
Cherokee,Canton,30114,Ralph Bunche Center,Education,Head Start Sites,400 Belletta Dr.
Cherokee,Canton,30114,Ralph Bunche Center,Education,Public Preschools,400 Belletta Dr.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Basic Needs,Disaster Donations Hotlines,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Basic Needs,Disaster Donations Matching Services,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Basic Needs,Disaster Donations Staging Areas,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Basic Needs,Disaster Related Clothing/Emergency Supplies,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Basic Needs,Disaster Related Goods Donations Management,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Homelessness,Electric Service Payment Assistance,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Homelessness,Gas Service Payment Assistance,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Miscellaneous,General Clothing Provision,121 Waleska St.
Cherokee,Canton,30114,Salvation Army - Cherokee County Service Unit,Basic Needs,Mass Feeding Services,121 Waleska St.
